Home Team,Away Team,,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
VILLARREAL,SEVILLA FC,,02-Jan,7.1,5.9,6.6,41,59,2,5,7,0,3,25,79,14,20,16,3,0,0,3,7,14,4,8,24,83,18,12,12,3,0,0,2,2,2,2,2019
LEGANÉS,GRANADA,,0-0,2.4,6.1,5.4,59,41,7,3,10,0,4,40,77,22,9,12,4,0,0,2,1,4,1,2,18,68,26,29,17,4,0,0,0,0,0,0,2019
LEVANTE,ATLETICO MADRID,,0-1,3.7,5.2,7.4,57,43,5,1,12,7,10,23,85,19,15,12,4,0,0,3,7,12,2,4,20,80,19,25,14,2,0,0,0,1,1,0,2019
VALLADOLID,GETAFE,,01-Jan,3.9,5.5,5.8,46,54,2,2,6,2,7,27,56,38,15,12,5,0,0,8,1,15,6,8,20,63,43,21,19,2,0,0,1,1,1,1,2019
BARCELONA,ATHLETIC,,0-0,3.2,6.6,6,73,27,8,4,18,6,6,25,87,22,13,10,2,0,0,4,0,6,2,2,12,68,18,20,16,1,0,0,1,0,0,1,2019
REAL SOCIEDAD,CELTA,,0-1,3.2,6.1,6.7,59,41,6,6,13,1,7,34,81,26,8,18,4,0,0,3,1,4,0,3,21,74,19,21,15,2,0,0,0,1,1,0,2019
ALAVÉS,OSASUNA,,0-0,2.2,5.6,6.4,53,47,3,0,5,2,7,42,61,45,18,12,2,0,0,4,1,7,2,3,23,58,27,25,14,3,0,0,0,1,1,0,2019
REAL MADRID,MALLORCA,,1-0,5,6.7,5.7,55,45,5,6,14,3,5,16,88,8,9,18,4,0,0,5,4,11,2,4,12,86,11,8,12,2,0,0,2,0,0,2,2019
EIBAR,VALENCIA,,1-0,3.4,6.1,5.2,34,66,4,5,14,5,10,19,63,27,21,12,4,0,0,5,0,7,2,8,33,77,31,25,7,1,1,0,1,0,0,1,2019
REAL BETIS,ESPANYOL,,0-0,3.6,6.7,5.6,65,35,3,6,12,3,6,23,84,29,22,18,4,0,0,3,3,9,3,5,28,68,11,22,18,4,0,0,1,0,0,1,2019
SEVILLA FC,VALLADOLID,,0-1,4.8,6,5.9,75,25,7,3,15,5,5,23,87,19,8,16,3,0,0,3,5,11,3,1,18,65,19,29,17,2,0,0,1,1,1,1,2019
ATHLETIC,MALLORCA,,2-0,6.2,6.9,5,47,53,4,6,12,2,1,15,80,22,19,17,1,0,0,7,2,14,5,8,15,81,18,6,16,2,0,0,3,1,1,3,2019
CELTA,BARCELONA,,0-1,8.4,7,5.9,32,68,1,6,10,3,3,10,77,10,27,19,3,0,0,8,2,18,8,8,17,88,7,9,10,4,0,0,2,2,2,2,2019
OSASUNA,LEGANÉS,,1-0,6.1,6.5,6,52,48,1,5,6,0,2,23,71,23,19,12,1,0,0,9,7,21,5,4,37,73,27,16,15,1,0,0,2,1,1,2,2019
ATLETICO MADRID,ALAVÉS,,0-0,5.4,6.4,5.3,70,30,6,4,14,4,3,21,88,28,7,13,3,0,0,3,2,6,1,1,18,65,17,19,14,2,0,0,2,1,1,2,2019
LEVANTE,REAL BETIS,,2-0,8.2,6.8,5.7,36,64,3,4,9,2,2,7,77,15,12,13,0,0,0,3,8,17,6,5,27,88,5,6,14,4,0,0,4,2,2,4,2019
VILLARREAL,VALENCIA,,2-0,4.1,6.8,5.5,57,43,12,4,17,1,1,19,90,7,19,9,0,0,0,2,0,4,2,4,12,86,10,5,18,2,0,0,2,0,0,2,2019
GRANADA,EIBAR,,0-1,5.7,5.4,6.6,58,42,6,5,14,3,8,37,67,37,19,8,1,0,0,5,6,13,2,5,34,62,18,19,13,0,0,0,1,2,2,1,2019
ESPANYOL,REAL MADRID,,0-1,3.8,5.9,6.5,31,69,2,5,8,1,0,16,76,17,20,19,1,0,0,5,6,14,3,5,19,88,13,3,13,1,0,0,0,1,1,0,2019
GETAFE,REAL SOCIEDAD,,1-0,5,6,5.2,41,59,5,4,11,2,5,28,54,23,26,22,6,0,0,3,1,5,1,4,42,69,46,11,11,3,0,0,2,1,1,2,2019
MALLORCA,CELTA,,3-0,6.8,7.3,5.3,40,60,1,7,9,1,2,14,81,10,16,16,3,0,0,2,8,12,2,11,16,86,17,6,12,2,0,0,5,1,1,5,2019
LEGANÉS,SEVILLA FC,,0-2,5.3,4.7,7.9,42,58,5,3,9,1,4,16,80,18,13,23,4,0,0,4,6,11,1,2,22,87,17,15,10,3,0,0,0,3,3,0,2019
BARCELONA,ATLETICO MADRID,,01-Jan,7.1,6.2,6,73,27,5,5,12,2,3,13,92,13,12,11,3,0,0,3,3,10,4,1,16,77,14,12,15,5,0,0,2,2,2,2,2019
VALENCIA,ATHLETIC,,0-1,4.2,5.4,7.2,52,48,9,1,10,0,3,15,83,16,19,9,1,0,0,5,4,12,3,5,22,79,17,20,12,0,0,0,0,2,2,0,2019
ALAVÉS,GRANADA,,0-1,4.2,5.5,6.7,55,45,2,4,11,5,6,32,74,33,15,18,3,0,0,1,4,7,2,2,26,63,20,24,17,2,0,0,0,2,2,0,2019
REAL BETIS,VILLARREAL,,0-2,4.7,4.5,7.6,46,54,6,1,9,2,1,19,83,12,11,10,3,1,0,7,6,15,2,5,19,89,7,11,16,1,0,0,0,2,2,0,2019
VALLADOLID,LEVANTE,,0-0,3.1,5.8,6.1,47,53,9,4,15,2,8,30,82,14,20,10,2,0,0,4,3,8,1,3,19,84,10,20,12,1,0,0,0,0,0,0,2019
EIBAR,OSASUNA,,0-1,4.1,5.1,6.9,55,45,4,4,11,3,9,39,67,43,13,8,1,0,0,3,6,9,0,4,29,56,52,22,12,1,0,0,0,2,2,0,2019
REAL SOCIEDAD,ESPANYOL,,0-1,5.5,7,5.9,63,37,5,4,12,3,4,28,83,24,9,11,2,0,0,1,3,4,0,3,14,74,22,17,15,1,0,0,2,1,1,2,2019
REAL MADRID,GETAFE,,0-0,3.2,6.4,5.3,68,32,2,4,8,2,6,32,85,10,20,15,5,0,0,5,3,10,2,5,31,61,14,18,22,5,0,0,1,0,0,1,2019
ATLETICO MADRID,MALLORCA,,2-0,5.2,7.8,5.1,48,52,7,3,15,5,4,15,85,11,14,14,2,0,0,6,1,13,6,5,21,82,15,11,11,1,0,0,3,0,0,3,2019
CELTA,REAL BETIS,,1-0,3.7,5.8,6.3,44,56,4,1,5,1,2,19,71,14,20,20,5,0,0,6,3,10,1,8,22,81,22,9,18,4,0,0,1,1,1,1,2019
VALLADOLID,ALAVÉS,,0-0,2.8,6.3,5.6,53,47,1,3,5,1,1,21,74,29,13,13,3,0,0,5,0,7,2,3,30,70,30,12,17,2,0,0,1,0,0,1,2019
GRANADA,VALENCIA,,0-0,7.2,6.2,5.9,54,46,11,4,17,2,7,23,75,30,14,18,2,0,0,1,3,4,0,3,31,70,22,20,14,2,0,0,2,2,2,2,2019
ATHLETIC,REAL MADRID,,0-0,3.2,5.3,7.1,44,56,4,1,7,2,3,20,81,17,12,13,4,0,0,6,4,10,1,2,21,85,8,11,8,3,0,0,0,1,1,0,2019
ESPANYOL,LEGANÉS,,0-0,2.7,5.6,6.4,63,37,4,2,7,1,0,20,81,20,14,15,3,1,0,1,2,4,1,3,19,65,18,13,22,3,0,0,0,1,1,0,2019
OSASUNA,GETAFE,,0-0,1.6,5.7,5.8,48,52,2,2,6,2,2,18,56,34,19,18,5,0,0,2,1,6,3,2,37,59,35,6,21,4,0,0,0,0,0,0,2019
VILLARREAL,BARCELONA,,01-Mar,7.4,4.8,8.5,32,68,5,4,9,1,2,12,81,6,17,11,1,0,0,4,12,18,2,6,10,93,12,4,11,0,0,0,1,4,4,1,2019
LEVANTE,REAL SOCIEDAD,,01-Jan,4.2,6.3,6.3,46,54,3,4,9,2,4,16,80,14,12,17,3,0,0,4,3,8,1,2,27,82,12,12,12,2,0,0,1,1,1,1,2019
SEVILLA FC,EIBAR,,0-0,3.6,6.4,5.8,63,37,4,3,8,1,11,22,84,34,29,11,2,0,0,10,3,19,6,8,22,68,22,22,16,1,0,0,1,0,0,1,2019
VALENCIA,VALLADOLID,,1-0,5.9,6.4,6.3,59,41,3,4,10,3,5,17,87,14,9,9,3,0,0,4,5,11,2,2,18,81,4,12,5,0,0,0,2,1,1,2,2019
CELTA,ATLETICO MADRID,,0-1,4.3,6.4,6.2,51,49,3,4,9,2,6,22,83,14,14,14,4,0,0,6,2,10,2,2,24,81,17,14,13,3,0,0,1,1,1,1,2019
GETAFE,VILLARREAL,,0-0,6.1,4.2,7.2,41,59,1,2,5,2,1,36,64,14,8,19,4,0,1,2,3,6,1,3,29,74,26,15,10,1,0,1,1,3,3,1,2019
REAL BETIS,OSASUNA,,2-0,5.5,7.5,4.7,57,43,5,8,14,1,5,29,75,21,19,9,1,0,0,2,2,8,4,8,31,64,22,19,17,5,0,0,3,0,0,3,2019
BARCELONA,ESPANYOL,,0-0,3.8,6.7,5.6,74,26,4,2,9,3,6,19,90,13,14,8,0,0,1,5,2,11,4,5,12,72,15,19,12,3,0,1,1,0,0,1,2019
EIBAR,LEGANÉS,,0-0,1.6,5.6,5.8,58,42,1,1,4,2,8,33,62,42,21,21,3,0,0,6,1,10,3,1,28,52,46,15,13,3,0,0,0,0,0,0,2019
MALLORCA,LEVANTE,,1-0,4.5,6.7,5.6,46,54,9,5,15,1,1,15,79,16,15,11,3,0,0,5,2,14,7,5,19,80,11,4,20,1,0,0,2,0,0,2,2019
ATHLETIC,SEVILLA FC,,1-0,6.1,5.2,7,33,67,6,4,13,3,4,22,69,21,16,18,3,0,0,7,7,20,6,7,31,83,26,13,9,2,0,0,1,2,2,1,2019
REAL SOCIEDAD,GRANADA,,0-2,8.4,5.9,6.2,68,32,8,5,19,6,8,17,84,36,19,12,2,0,0,0,3,4,1,3,26,57,20,26,13,3,0,0,2,3,3,2,2019
REAL MADRID,ALAVÉS,,1-0,5.1,7.1,5.2,71,29,5,8,18,5,3,22,91,6,11,5,0,0,0,4,4,10,2,2,24,74,16,18,17,1,0,0,2,0,0,2,2019
OSASUNA,CELTA,,01-Jan,5.8,6.3,5.7,53,47,7,5,15,3,3,27,72,30,10,10,2,0,0,7,3,12,2,4,26,71,25,41,11,2,0,0,2,1,1,2,2019
VALLADOLID,BARCELONA,,0-1,3.9,5.6,7.1,35,65,6,4,13,3,4,13,82,5,12,15,2,0,0,1,6,9,2,5,14,88,15,21,13,2,0,0,0,1,1,0,2019
ATLETICO MADRID,REAL BETIS,,0-0,3.8,6.6,5.8,38,62,3,4,9,2,2,22,77,17,16,10,1,0,1,12,3,21,6,4,18,86,16,7,10,3,0,0,1,0,0,1,2019
ESPANYOL,EIBAR,,0-2,4.9,4.4,6.4,72,28,7,3,14,4,7,32,82,37,13,13,2,0,0,4,6,11,1,2,19,58,22,31,14,2,0,0,0,2,2,0,2019
LEVANTE,ATHLETIC,,0-2,4.9,5.6,6.8,56,44,2,1,5,2,2,23,81,10,16,10,0,0,0,6,5,12,1,6,22,75,19,7,15,1,0,0,1,2,2,1,2019
LEGANÉS,VALENCIA,,1-0,4.2,5.7,5.6,32,68,7,1,10,2,2,17,68,12,22,21,4,0,1,9,5,16,2,8,29,86,9,10,9,1,0,0,1,0,0,1,2019
SEVILLA FC,MALLORCA,,1-0,4.9,7,5.7,64,36,4,5,14,5,6,15,86,15,12,14,3,0,0,4,5,14,5,5,20,78,18,10,7,2,0,0,2,0,0,2,2019
VILLARREAL,REAL SOCIEDAD,,0-0,5.9,5.3,7.1,52,48,4,3,9,2,2,19,84,11,17,12,2,0,0,2,6,11,3,10,18,82,18,17,11,2,0,0,1,2,2,1,2019
ALAVÉS,GETAFE,,0-0,2.3,5.2,6.6,46,54,1,1,3,1,2,35,58,36,22,26,4,0,0,7,4,14,3,4,37,58,24,16,15,2,0,0,0,0,0,0,2019
GRANADA,REAL MADRID,,0-2,5.7,5.8,6.7,38,62,7,4,13,2,4,13,79,10,9,18,2,0,0,3,5,11,3,3,15,89,11,12,18,2,0,0,1,2,2,1,2019
EIBAR,VALLADOLID,,2-0,7.8,6.2,5,50,50,5,7,13,1,3,24,70,40,23,19,4,0,0,5,8,17,4,12,23,68,25,9,13,0,0,0,3,1,1,3,2019
CELTA,LEVANTE,,02-Feb,8.1,5.6,6.6,57,43,7,6,16,3,8,30,80,14,10,11,2,1,0,3,4,8,1,4,25,74,11,17,15,0,0,1,2,3,3,2,2019
REAL MADRID,VILLARREAL,,1-0,6.3,6.8,5.7,57,43,4,7,12,1,4,19,89,12,9,13,3,0,0,3,4,8,1,2,14,85,7,11,13,2,0,0,2,1,1,2,2019
BARCELONA,OSASUNA,,0-1,6.8,5.4,6.8,80,20,12,2,18,4,10,20,90,16,6,7,4,0,0,4,5,9,0,2,14,60,13,29,14,1,0,1,1,2,2,1,2019
VALENCIA,ESPANYOL,,1-0,4.5,5.9,5.9,48,52,2,3,9,4,4,15,85,11,20,9,2,0,1,10,6,18,2,4,15,86,15,10,18,4,0,0,1,0,0,1,2019
MALLORCA,GRANADA,,01-Jan,6.9,4.6,6.2,53,47,7,5,18,6,5,21,80,21,17,14,6,1,1,4,6,14,4,6,16,75,26,28,18,5,0,0,1,2,2,1,2019
ATHLETIC,LEGANÉS,,0-0,4.9,5.3,6.7,61,39,5,3,10,2,3,32,85,20,13,11,2,0,1,6,4,16,6,3,14,77,17,21,11,3,0,0,0,2,2,0,2019
GETAFE,ATLETICO MADRID,,0-0,4.4,5.4,6.5,36,64,7,6,15,2,4,25,62,26,10,14,1,0,1,5,3,11,3,3,23,77,26,13,11,2,0,0,0,2,2,0,2019
REAL SOCIEDAD,SEVILLA FC,,0-0,2.7,6.4,6.4,38,62,3,4,11,4,3,20,75,26,12,16,1,0,0,3,3,8,2,2,18,84,27,22,13,2,0,0,0,0,0,0,2019
REAL BETIS,ALAVÉS,,0-0,6.8,5.3,6.1,73,27,4,7,14,3,6,17,88,21,11,14,5,1,0,3,5,9,1,5,16,69,20,24,18,4,0,1,1,2,2,1,2019
ALAVÉS,BARCELONA,,0-3,6,4.2,8.9,32,68,4,0,8,4,2,13,81,5,6,17,0,0,0,8,8,16,0,1,11,91,10,5,15,0,0,0,0,5,5,0,2019
VALLADOLID,REAL BETIS,,1-0,4.5,6.7,5.8,29,71,6,4,13,3,3,10,77,9,16,17,2,0,0,4,3,10,3,5,21,91,9,13,10,2,0,0,2,0,0,2,2019
VILLARREAL,EIBAR,,0-0,6.1,8.1,5.3,69,31,4,5,12,3,4,23,90,9,13,4,0,0,0,7,3,11,1,4,19,73,16,11,9,0,0,0,4,0,0,4,2019
ATLETICO MADRID,REAL SOCIEDAD,,1-0,4.7,5.6,6.5,43,57,3,3,6,0,2,26,78,22,21,16,1,0,0,5,3,10,2,3,20,84,22,11,9,2,0,0,1,1,1,1,2019
LEVANTE,GETAFE,,0-0,4.3,6.1,5.3,56,44,7,5,14,2,6,11,73,21,28,10,2,0,0,5,4,13,4,8,34,63,20,15,11,4,0,0,1,0,0,1,2019
OSASUNA,MALLORCA,,01-Jan,6.9,6.4,6.5,44,56,6,5,12,1,3,15,80,14,19,17,2,0,0,7,4,12,1,5,26,84,21,12,10,0,0,0,2,2,2,2,2019
SEVILLA FC,VALENCIA,,0-0,3.7,6.8,5.7,62,38,10,4,16,2,4,16,87,20,11,11,0,0,0,4,2,8,2,7,19,79,17,14,6,1,0,0,1,0,0,1,2019
ESPANYOL,CELTA,,0-0,2,6,6.7,50,50,7,1,8,0,1,24,76,16,15,11,2,0,0,5,3,9,1,4,20,79,15,13,11,3,0,0,0,0,0,0,2019
GRANADA,ATHLETIC,,1-0,5.5,7.7,4.6,36,64,3,6,11,2,2,25,69,24,24,9,1,0,0,6,3,10,1,3,22,82,21,7,11,2,0,0,4,0,0,4,2019
LEGANÉS,REAL MADRID,,01-Jan,7.5,6.4,6.5,35,65,4,7,15,4,5,21,76,6,8,9,4,0,0,3,4,7,0,2,23,88,12,26,11,1,0,0,2,2,2,2,2019
EIBAR,CELTA,,0-0,2,5.1,6.2,50,50,6,1,8,1,3,38,55,41,14,16,3,1,0,3,3,6,0,3,38,57,26,28,13,4,0,0,0,0,0,0,2020
GRANADA,ATHLETIC,,0-0,3.5,6.7,5.6,40,60,2,2,4,0,1,22,69,22,28,8,3,0,0,7,2,9,0,2,31,77,25,11,10,4,0,0,2,0,0,2,2020
CÁDIZ CF,OSASUNA,,0-1,3.6,5.5,6.2,53,47,7,3,12,2,6,16,68,24,11,14,2,0,0,2,4,6,1,2,26,61,42,18,21,2,0,0,0,2,2,0,2020
ALAVÉS,REAL BETIS,,0-0,4.1,5.6,6.6,42,58,3,2,7,2,6,26,76,23,10,19,3,0,0,5,4,11,2,4,23,78,7,10,17,3,0,0,0,1,1,0,2020
VALLADOLID,REAL SOCIEDAD,,1-0,3.9,5.8,6.2,40,60,5,3,8,0,5,18,66,21,17,15,4,0,0,6,2,8,0,3,29,75,25,19,17,1,0,0,1,1,1,1,2020
VILLARREAL,HUESCA,,0-1,4.9,6.1,6.8,66,34,7,4,15,4,6,21,86,13,11,10,1,0,0,4,3,10,3,6,11,75,15,26,22,1,0,0,1,1,1,1,2020
VALENCIA,LEVANTE,,02-Feb,9.5,7,5.3,44,56,4,8,14,2,3,13,80,15,16,9,1,0,0,9,8,19,2,4,24,86,12,9,14,3,0,0,4,2,2,4,2020
ATLETICO MADRID,SEVILLA FC,,1-0,4.3,6.8,6.2,34,66,0,4,5,1,3,12,82,11,29,14,2,0,0,7,2,13,4,12,21,90,8,8,11,0,0,0,2,0,0,2,2020
REAL MADRID,GETAFE,,0-0,3.7,6.9,5.5,68,32,7,4,14,3,8,26,85,12,9,8,1,0,0,1,0,1,0,1,25,65,9,16,16,1,0,0,2,0,0,2,2020
BARCELONA,ELCHE,,0-0,4.4,7.6,5.4,65,35,1,5,9,3,6,12,91,9,6,8,0,0,0,5,1,6,0,3,11,84,5,17,8,0,0,0,3,0,0,3,2020
VILLARREAL,EIBAR,,0-0,5.6,6.7,5.6,58,42,6,8,14,0,4,24,78,22,20,5,1,0,0,6,4,12,2,3,19,71,17,13,12,1,0,0,2,1,1,2,2020
GETAFE,OSASUNA,,0-0,2.6,5.7,5.4,55,45,4,1,7,2,4,35,65,33,12,19,4,0,0,6,3,10,1,1,26,56,43,22,13,2,0,0,1,0,0,1,2020
CELTA,VALENCIA,,1-0,6.5,6.7,5.7,51,49,10,6,23,7,6,16,82,11,24,12,3,0,0,4,3,9,2,6,14,82,17,14,13,1,0,0,2,1,1,2,2020
HUESCA,CÁDIZ CF,,0-1,3.4,5.3,7.2,71,29,3,1,4,1,2,25,86,18,11,18,3,0,0,2,4,6,0,1,20,63,15,13,23,3,0,0,0,2,2,0,2020
REAL BETIS,VALLADOLID,,2-0,4.1,7,5.2,56,44,6,6,16,4,5,20,81,17,17,18,3,0,0,3,2,9,4,3,21,76,13,10,10,0,0,0,2,0,0,2,2020
GRANADA,ALAVÉS,,01-Jan,5.3,6.6,5.6,56,44,5,3,10,2,4,27,76,22,18,9,0,0,0,0,3,5,2,4,25,68,20,15,12,3,0,0,2,1,1,2,2020
REAL SOCIEDAD,REAL MADRID,,0-0,2.7,6,6.8,32,68,4,1,6,1,1,12,76,10,26,17,2,0,0,5,4,16,7,11,21,89,17,8,12,2,0,0,0,0,0,0,2020
ATHLETIC,BARCELONA,,01-Feb,8.8,5.4,7.9,43,57,4,3,8,1,3,22,85,7,17,10,2,0,0,4,9,13,0,4,18,90,9,9,6,1,0,0,2,3,3,2,2020
LEVANTE,ATLETICO MADRID,,01-Jan,4.7,6.6,6.5,36,64,3,4,7,0,1,9,77,5,40,10,1,0,0,6,6,14,2,8,26,83,11,7,10,3,0,0,1,1,1,1,2020
SEVILLA FC,ELCHE,,1-0,5.2,7,5.6,67,33,5,8,13,1,4,10,90,13,15,9,2,0,0,3,5,11,3,1,18,82,16,11,8,1,0,0,2,0,0,2,2020
ALAVÉS,GETAFE,,0-0,2,5.5,6.4,47,53,8,1,9,1,1,30,55,35,14,13,2,0,0,6,4,11,1,5,31,65,23,23,13,2,0,0,0,0,0,0,2020
VALENCIA,HUESCA,,1-0,4.4,5.6,7,48,52,2,2,5,1,4,22,77,16,28,14,0,0,0,9,4,17,4,4,24,83,20,18,20,1,0,0,1,1,1,1,2020
ELCHE,REAL SOCIEDAD,,0-0,6.1,4.7,7.9,40,60,2,2,5,1,2,15,76,13,45,11,3,0,0,7,7,27,13,11,29,86,21,11,12,1,0,0,0,3,3,0,2020
REAL BETIS,REAL MADRID,,02-Jan,8.7,5.1,6.8,46,54,5,5,15,5,8,18,82,12,12,9,5,0,1,7,4,11,1,3,24,86,12,10,10,2,0,0,2,3,3,2,2020
OSASUNA,LEVANTE,,01-Jan,5.9,4.5,6.7,40,60,4,4,8,1,3,19,62,22,16,15,2,0,0,5,5,11,1,7,25,72,23,14,16,0,0,0,1,3,3,1,2020
EIBAR,ATHLETIC,,0-1,5.3,5.3,6.5,49,51,6,1,7,0,5,30,63,35,23,15,1,0,0,3,5,9,1,4,25,63,44,22,12,0,0,0,1,2,2,1,2020
ATLETICO MADRID,GRANADA,,1-0,8.2,7.9,4.3,55,45,7,10,17,0,1,20,84,20,21,16,3,0,0,3,6,11,2,1,17,75,22,12,14,1,0,0,6,1,1,6,2020
VALLADOLID,CELTA,,0-1,4,6.2,6.2,54,46,5,4,10,1,4,32,74,10,8,26,3,0,0,3,1,5,1,1,24,71,21,32,17,4,0,0,1,1,1,1,2020
CÁDIZ CF,SEVILLA FC,,0-0,6.8,5.1,6.9,24,76,6,5,12,1,6,12,61,21,14,9,4,0,0,7,5,14,2,5,19,91,15,20,14,2,0,0,1,3,3,1,2020
BARCELONA,VILLARREAL,,4-0,5.7,8.7,4.1,56,44,3,9,17,5,8,14,89,5,16,9,0,0,0,2,1,5,2,4,9,85,6,7,10,1,0,0,4,0,0,4,2020
REAL SOCIEDAD,VALENCIA,,0-0,3.4,5.6,6.5,65,35,5,3,11,3,9,19,83,22,8,16,1,0,0,1,5,9,3,3,13,71,18,27,15,5,0,0,0,1,1,0,2020
GETAFE,REAL BETIS,,3-0,4.6,6.9,5.3,30,70,1,4,8,3,1,26,58,18,16,15,4,0,0,4,2,10,4,4,24,84,18,11,17,3,1,0,3,0,0,3,2020
HUESCA,ATLETICO MADRID,,0-0,3.1,7,5.7,37,63,4,3,9,2,5,13,76,17,22,13,1,0,0,7,2,16,7,7,23,86,19,9,10,0,0,0,0,0,0,0,2020
VILLARREAL,ALAVÉS,,02-Jan,5.6,7.3,5.1,59,41,4,6,10,0,2,24,83,9,10,11,0,0,0,5,3,8,0,0,21,75,21,18,13,2,0,0,3,1,1,3,2020
EIBAR,ELCHE,,0-1,3.1,5.3,6.8,61,39,7,4,12,1,3,34,84,18,6,9,2,0,0,1,2,5,2,2,27,66,19,27,14,2,0,0,0,1,1,0,2020
REAL MADRID,VALLADOLID,,0-0,4.4,6.4,6.1,63,37,6,5,15,4,4,19,87,15,19,11,2,0,0,6,5,11,0,7,22,79,13,20,7,1,0,0,1,0,0,1,2020
ATHLETIC,CÁDIZ CF,,0-0,3.8,5.2,6,72,28,7,4,13,2,5,20,83,21,11,15,3,0,0,2,1,3,0,2,13,59,18,28,16,3,2,0,0,1,1,0,2020
SEVILLA FC,LEVANTE,,0-0,3.3,6.5,5.5,65,35,11,2,16,3,2,16,88,14,7,14,6,0,0,2,1,3,0,4,22,76,9,14,17,2,0,0,1,0,0,1,2020
CELTA,BARCELONA,,0-1,6.2,4.9,7.3,44,56,2,3,10,5,3,15,81,5,10,22,5,0,0,2,4,7,1,7,17,86,5,15,10,4,1,0,0,3,3,0,2020
GRANADA,OSASUNA,,2-0,3.7,6.3,5.4,40,60,2,2,9,5,4,25,58,24,23,16,1,0,0,6,3,15,6,4,29,75,26,12,17,4,0,0,2,0,0,2,2020
VALLADOLID,EIBAR,,01-Jan,6,4.7,6,53,47,4,3,9,2,3,23,69,12,15,11,2,0,0,5,5,11,1,4,24,65,23,14,21,3,0,1,1,2,2,1,2020
ATLETICO MADRID,VILLARREAL,,0-0,2.4,6.4,6.9,54,46,7,1,13,6,9,16,87,8,16,11,1,0,0,4,2,6,0,1,17,84,13,33,7,2,0,0,0,0,0,0,2020
REAL SOCIEDAD,GETAFE,,1-0,4.7,7.7,4.4,53,47,2,6,11,3,5,30,69,25,14,21,3,0,0,2,1,5,2,4,26,64,22,18,13,3,0,0,3,0,0,3,2020
ELCHE,HUESCA,,0-0,2.2,6.3,6.4,51,49,2,0,2,0,0,19,83,8,21,8,0,0,0,10,4,18,4,5,14,86,8,7,26,2,0,0,0,0,0,0,2020
VALENCIA,REAL BETIS,,0-1,4.5,5,7.4,47,53,1,2,5,2,4,19,81,17,16,11,2,0,0,6,8,17,3,7,26,84,11,10,14,2,0,0,0,2,2,0,2020
OSASUNA,CELTA,,1-0,4.1,6.9,5.5,39,61,8,5,13,1,6,26,69,20,12,19,3,0,0,5,3,9,1,5,25,79,21,20,10,3,0,0,2,0,0,2,2020
ALAVÉS,ATHLETIC,,0-0,2.8,6.3,5.3,41,59,4,3,8,1,0,20,66,23,31,20,1,1,0,7,1,8,1,6,29,74,27,13,17,3,0,0,1,0,0,1,2020
LEVANTE,REAL MADRID,,0-1,5.2,5.8,7.3,45,55,6,4,11,1,4,15,81,7,19,14,2,0,0,6,3,13,4,6,25,84,8,14,8,1,0,0,0,2,2,0,2020
CÁDIZ CF,GRANADA,,0-1,5.5,6.6,6.3,41,59,6,4,14,4,2,19,73,20,18,16,2,0,0,4,5,13,4,5,26,79,13,9,16,2,0,0,1,1,1,1,2020
BARCELONA,SEVILLA FC,,01-Jan,5,6.6,6.8,54,46,5,5,12,2,6,21,89,7,2,11,1,0,0,10,1,13,2,5,11,87,11,18,18,1,0,0,1,1,1,1,2020
GRANADA,SEVILLA FC,,0-0,3.8,6.3,5.6,51,49,2,3,13,8,5,25,80,14,4,16,4,0,0,3,3,8,2,1,18,79,17,19,11,3,1,0,1,0,0,1,2020
CELTA,ATLETICO MADRID,,0-1,5.6,5.5,6.5,52,48,8,5,15,2,8,7,79,13,9,16,3,0,0,4,4,9,1,4,23,80,14,9,18,4,0,0,0,2,2,0,2020
REAL MADRID,CÁDIZ CF,,0-1,4,5,7.7,75,25,8,2,14,4,4,24,88,15,13,7,2,0,0,9,5,14,0,11,13,58,20,25,5,0,0,0,0,1,1,0,2020
GETAFE,BARCELONA,,0-0,3.9,6.8,5.4,27,73,4,4,9,1,7,17,58,10,9,20,4,0,0,5,1,7,1,2,13,87,22,15,10,3,0,0,1,0,0,1,2020
EIBAR,OSASUNA,,0-0,2.9,6.1,5.6,52,48,1,6,10,3,6,26,63,31,23,14,2,0,0,4,2,8,2,7,33,61,42,25,14,2,1,0,0,0,0,0,2020
ATHLETIC,LEVANTE,,0-0,4.1,7,5.4,52,48,6,5,14,3,9,28,80,19,15,11,3,0,0,3,1,6,2,3,20,77,9,20,10,1,0,0,2,0,0,2,2020
VILLARREAL,VALENCIA,,01-Jan,6.2,6.6,5.5,62,38,7,6,16,3,3,14,89,7,13,13,3,1,0,5,3,11,3,7,11,83,10,20,8,1,0,0,2,1,1,2,2020
